Date,Age,Gender,Comorbidities?,Vaccination,Designation,How many hours of work per week in the current situation?,Years of service?,Patients per ICU nurse,Adequate PPE provided?,Was mental health support available?,Received Covid 19 specific training?,Tested for Covid 19?,"If tested , were you positive for Covid 19?",Living with family while working with covid 19 patients?,Personal Burnout [How often are you physically exhausted?],Score,Personal Burnout [How often are you emotionally exhausted?],Score,Personal Burnout [How often do you think: â€œI canâ€™t take it anymore?],Score,Personal Burnout [How often do you feel weak and susceptible to illness?],Score,Personal Burnout [How often do you feel worn out (extremely tired)?],Score,Domain 1,Work-related Burnout [Are you exhausted in the morning at the thought of another day at work?],Score,Work-related Burnout [Do you feel that every working hour is tiring for you?],Score,Work-related Burnout [Do you have enough energy for family and friends during leisure time?],Score,Work-related Burnout [Do you feel that your work is emotionally exhausting?],Score,Work-related Burnout [Does your work frustrate you?],Score,Work-related Burnout [Do you feel burnt out (complete physical or mental exhaustion) because of your work?],Score,Domain 2,Client Related burnout [Do you feel it is hard to work in the current scenario?],Score,Client Related burnout [Does it drain more of your energy to work during the current scenario?],Score,Client Related burnout [Do you find it fruitful while performing your work during the current scenario?],Score,Client Related burnout [Do you feel that you are giving more than what you get back while working in the current scenario?],Score,Client Related burnout [Do you hesitate to work during this current scenario?],Score,Client Related burnout [Do you feel depressed because of the current scenario?],Score,Client Related burnout [Do you feel that your patience is tested while working in the current scenario?],Score,Client Related burnout [Do you feel lock down due to the current scenario has added stress on you?],Score,Client Related burnout [Do you have fear to catch COVID-19 infection while working in the current scenario?],Score,Client Related burnout [Do you have a fear of family members catching infection because of your work exposure?],Score,Client Related burnout [Do you feel welcomed by the community because you are a health care worker and working in the current scenario?],Score,Client Related burnout [Are you thinking of any substance abuse (alcohol/drugs/smoking) during this period of lockdown?],Score,Client Related burnout [Do you have a fear of death while working in the current scenario?],Score,Client Related burnout [Do you feel you are being properly protected by the hospital while working in the current scenario?],Score,Client Related burnout [Do you feel you are being supported by colleagues during the current scenario?],Score,Domain 3,Overall Average
7/16/2023,40,Male,None,both doses,Radiographers,60,5,0,Yes,Not Known,No,Yes,No,No,Sometimes,50,Rarely,25,Never,0,Rarely,25,Rarely,25,25,Undecided,50,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Disagree,25,33,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Disagree,75,Disagree,25,Agree,75,Undecided,50,Agree,25,60,47
7/16/2023,30,Male,None,both doses,Radiographers,60,5,0,Yes,No,No,Yes,No,No,Always,100,Often,75,Sometimes,50,Sometimes,50,Often,75,70,Strongly agree,100,Undecided,50,Disagree,75,Undecided,50,Undecided,50,Agree,75,67,Agree,75,Strongly Agree,100,Strongly Agree,0,Strongly Agree,100,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Disagree,25,Agree,75,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Undecided,50,50,58
7/16/2023,30,Female,None,both doses,Radiographers,60,5,0,Yes,Yes,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Never,0,40,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Undecided,50,71,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Undecided,50,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Disagree,75,Disagree,25,Undecided,50,Strongly disagree,100,Disagree,75,73,66
7/16/2023,30,Female,None,both doses,Radiographers,60,5,0,Yes,Yes,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Rarely,25,Never,0,35,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Undecided,50,71,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Undecided,50,Agree,75,Agree,75,Disagree,25,Strongly Agree,100,Strongly Agree,100,Disagree,75,Disagree,25,Undecided,50,Strongly disagree,100,Disagree,75,68,63
7/16/2023,30,Female,None,both doses,Radiographers,60,5,0,Yes,Yes,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Rarely,25,Never,0,35,Agree,75,Agree,75,Strongly disagree,100,Agree,75,Agree,75,Undecided,50,75,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Undecided,50,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Disagree,75,Disagree,25,Undecided,50,Strongly disagree,100,Disagree,75,73,66
7/16/2023,30,Male,None,both doses,Radiographers,60,5,0,Yes,Not Known,No,Yes,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Agree,75,Agree,75,Disagree,75,Undecided,50,Agree,75,Undecided,50,67,Undecided,50,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Agree,75,Strongly Agree,100,Disagree,75,Strongly disagree,0,Agree,75,Disagree,75,Disagree,75,67,63
7/16/2023,30,Female,None,both doses,Radiographers,60,5,0,Yes,No,No,No,No,Yes,Often,75,Often,75,Often,75,Often,75,Often,75,75,Agree,75,Agree,75,Strongly disagree,100,Strongly agree,100,Agree,75,Agree,75,83,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Strongly disagree,0,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly disagree,0,Undecided,50,Strongly disagree,100,Agree,25,60,68
7/16/2023,40,Female,None,both doses,Radiographers,48,5,0,Yes,Yes,No,Yes,No,Yes,Often,75,Sometimes,50,Sometimes,50,Rarely,25,Often,75,55,Agree,75,Agree,75,Strongly disagree,100,Strongly agree,100,Agree,75,Agree,75,83,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Disagree,25,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly disagree,0,Undecided,50,Strongly disagree,100,Agree,25,63,66
7/16/2023,30,Female,None,both doses,Radiographers,48,5,0,Yes,No,No,No,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Undecided,50,71,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Undecided,50,Disagree,25,Agree,75,Undecided,50,Agree,25,63,64
7/16/2023,30,Female,None,both doses,Radiographers,60,5,0,Yes,No,Yes,No,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Rarely,25,55,Strongly agree,100,Agree,75,Disagree,75,Agree,75,Agree,75,Agree,75,79,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Undecided,50,Disagree,25,Agree,75,Disagree,75,Agree,75,Undecided,50,Strongly disagree,100,Agree,25,67,67
7/16/2023,30,Female,None,both doses,Radiographers,48,5,0,Yes,Not Known,No,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Agree,75,Agree,75,Disagree,75,Agree,75,Agree,75,Undecided,50,71,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Undecided,50,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Undecided,50,Disagree,25,Disagree,25,Undecided,50,Agree,25,62,63
7/16/2023,30,Female,None,both doses,Radiographers,60,5,0,Yes,No,No,Yes,No,Yes,Often,75,Always,100,Often,75,Sometimes,50,Sometimes,50,70,Undecided,50,Undecided,50,Disagree,75,Agree,75,Strongly agree,100,Strongly agree,100,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly Agree,100,Strongly disagree,0,Strongly Agree,100,Agree,75,Disagree,25,Undecided,50,Agree,75,Undecided,50,Strongly disagree,0,Undecided,50,Disagree,75,Disagree,75,58,64
7/17/2023,30,Female,None,both doses,Nurse,73,10,2,Yes,Yes,No,No,No,No,Rarely,25,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,45,Undecided,50,Agree,75,Disagree,75,Agree,75,Undecided,50,Agree,75,67,Strongly Agree,100,Agree,75,Undecided,50,Agree,75,Undecided,50,Disagree,25,Disagree,25,Undecided,50,Disagree,25,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly Agree,0,38,46
7/17/2023,30,Female,Others,both doses,Nurse,73,5,2,Yes,No,No,Yes,No,Yes,Always,100,Often,75,Always,100,Often,75,Always,100,90,Strongly agree,100,Undecided,50,Strongly agree,0,Agree,75,Strongly agree,100,Strongly agree,100,71,Agree,75,Strongly disagree,0,Undecided,50,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Disagree,25,Strongly disagree,100,Disagree,75,72,75
7/17/2023,30,Female,None,both doses,Nurse,73,5,2,Yes,Not Known,Yes,Yes,No,Yes,Sometimes,50,Sometimes,50,Rarely,25,Sometimes,50,Often,75,50,Disagree,25,Undecided,50,Agree,25,Undecided,50,Disagree,25,Undecided,50,38,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Agree,75,Agree,75,Agree,75,Agree,75,Agree,75,Agree,25,Disagree,25,Agree,75,Disagree,75,Agree,25,58,52
7/17/2023,40,Male,Bronchial Asthma,both doses,Doctor,60,10,2,Yes,Yes,Yes,No,No,Yes,Rarely,25,Sometimes,50,Sometimes,50,Never,0,Often,75,40,Undecided,100,Disagree,25,Strongly agree,0,Strongly agree,100,Agree,75,Agree,75,63,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Disagree,25,Disagree,25,Agree,75,Disagree,25,Agree,75,Disagree,75,Strongly Agree,100,Strongly disagree,0,Disagree,75,Agree,25,52,52
7/17/2023,30,Male,None,both doses,Doctor,72,5,0,No needed,Not Known,Yes,No,N/A,No,Always,100,Always,100,Often,75,Often,75,Always,100,90,Agree,75,Strongly agree,100,Undecided,50,Strongly agree,100,Undecided,50,Strongly agree,100,79,Agree,75,Strongly Agree,100,Agree,25,Agree,75,Undecided,50,Undecided,50,Strongly Agree,100,Disagree,25,Strongly Agree,100,Strongly Agree,100,Undecided,50,Disagree,25,Agree,75,Strongly disagree,100,Strongly disagree,100,70,76
7/17/2023,40,Female,Bronchial Asthma,both doses,Doctor,73,5,0,Yes,No,Yes,Yes,No,Yes,Often,75,Sometimes,50,Rarely,25,Sometimes,50,Often,75,55,Undecided,50,Disagree,25,Undecided,50,Disagree,25,Disagree,25,Undecided,50,38,Agree,75,Agree,75,Agree,25,Strongly Agree,100,Disagree,25,Undecided,50,Disagree,25,Undecided,50,Undecided,50,Agree,75,Undecided,50,Strongly disagree,0,Disagree,25,Agree,25,Strongly Agree,0,43,44
7/17/2023,30,Male,None,both doses,Doctor,60,5,0,Yes,No,No,No,N/A,No,Always,100,Always,100,Often,75,Rarely,25,Always,100,80,Strongly agree,100,Undecided,50,Undecided,50,Strongly agree,100,Strongly agree,100,Agree,75,79,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly Agree,100,Disagree,25,Undecided,50,Agree,75,Undecided,50,Disagree,25,Undecided,50,Disagree,75,Undecided,25,Disagree,25,Strongly disagree,100,Disagree,75,60,68
7/17/2023,30,Male,None,both doses,Doctor,73,5,0,Yes,No,Yes,No,No,Yes,Rarely,25,Sometimes,50,Never,0,Never,0,Never,0,15,Strongly disagree,0,Strongly disagree,0,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,17,Disagree,25,Disagree,25,Disagree,75,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Agree,75,Undecided,50,Strongly disagree,0,Disagree,75,Strongly disagree,0,Strongly disagree,0,Disagree,75,Disagree,75,38,29
7/17/2023,30,Female,Others,both doses,Doctor,60,5,0,No,No,Yes,No,N/A,Yes,Often,75,Often,75,Rarely,25,Sometimes,50,Often,75,60,Disagree,25,Disagree,25,Disagree,75,Agree,75,Agree,75,Undecided,50,54,Strongly Agree,100,Agree,75,Agree,25,Undecided,50,Strongly disagree,0,Disagree,25,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Disagree,75,Disagree,25,Undecided,50,Disagree,75,Undecided,50,55,56
7/17/2023,30,Female,Others,both doses,Doctor,60,5,0,No,No,Yes,No,N/A,Yes,Often,75,Often,75,Rarely,25,Sometimes,50,Often,75,60,Disagree,25,Disagree,25,Disagree,75,Agree,75,Agree,75,Undecided,50,54,Strongly Agree,100,Agree,75,Agree,25,Undecided,50,Strongly disagree,0,Disagree,25,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Disagree,75,Disagree,25,Undecided,50,Disagree,75,Undecided,50,55,56
7/17/2023,30,Female,None,both doses,Nurse,48,5,3,Yes,No,No,No,N/A,Yes,Sometimes,50,Often,75,Never,0,Rarely,25,Sometimes,50,40,Undecided,50,Agree,75,Agree,25,Agree,75,Disagree,25,Disagree,25,46,Disagree,25,Disagree,25,Undecided,50,Strongly Agree,100,Disagree,25,Undecided,50,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Disagree,75,Strongly disagree,0,Strongly disagree,0,Agree,25,Agree,25,53,49
7/17/2023,30,Female,None,both doses,Doctor,60,5,0,Yes,No,No,No,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Disagree,25,Disagree,25,Undecided,50,Strongly agree,100,Disagree,25,Undecided,50,46,Agree,75,Agree,75,Agree,25,Undecided,50,Undecided,50,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Undecided,50,Disagree,25,Agree,75,Strongly disagree,100,Undecided,50,62,59
7/17/2023,60,Male,Hypertension,both doses,Physiotherapist,73,16,0,Yes,Yes,No,No,N/A,Yes,Rarely,25,Sometimes,50,Rarely,25,Rarely,25,Rarely,25,30,Undecided,50,Agree,75,Undecided,50,Disagree,25,Disagree,25,Disagree,25,42,Undecided,50,Agree,75,Strongly Agree,0,Agree,75,Disagree,25,Disagree,25,Agree,75,Strongly disagree,0,Undecided,50,Agree,75,Disagree,75,Undecided,50,Strongly disagree,0,Undecided,50,Strongly Agree,0,42,39
7/17/2023,30,Female,None,both doses,Nurse,60,5,2,Yes,No,No,No,N/A,Yes,Always,100,Always,100,Sometimes,50,Sometimes,50,Sometimes,50,70,Agree,75,Undecided,50,Disagree,75,Strongly agree,100,Strongly disagree,0,Agree,75,63,Disagree,25,Undecided,50,Undecided,50,Strongly Agree,100,Strongly disagree,0,Strongly disagree,0,Strongly Agree,100,Strongly disagree,0,Agree,25,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Undecided,50,Undecided,50,37,49
7/17/2023,30,Female,None,both doses,Nurse,73,10,3,Yes,Yes,No,No,No,No,Rarely,25,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,45,Agree,75,Undecided,50,Disagree,75,Agree,75,Disagree,25,Undecided,50,58,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Undecided,50,Agree,75,Agree,75,Undecided,50,Undecided,50,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly Agree,0,43,47
7/17/2023,30,Female,Bronchial Asthma,both doses,Doctor,60,5,0,Yes,No,Yes,No,N/A,Yes,Always,100,Often,75,Often,75,Always,100,Always,100,90,Strongly agree,100,Strongly agree,100,Agree,25,Strongly agree,100,Strongly agree,100,Strongly agree,100,88,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Undecided,50,Strongly disagree,0,Disagree,25,Agree,25,Disagree,75,67,76
7/17/2023,30,Female,Bronchial Asthma,Not taken,Doctor,48,5,0,Yes,Yes,Yes,No,No,Yes,Often,75,Often,75,Often,75,Sometimes,50,Sometimes,50,65,Undecided,50,Disagree,25,Agree,25,Agree,75,Undecided,50,Disagree,25,42,Agree,75,Agree,75,Agree,25,Undecided,50,Undecided,50,Agree,75,Strongly Agree,100,Undecided,50,Strongly Agree,100,Strongly Agree,100,Undecided,50,Disagree,25,Agree,75,Strongly disagree,100,Strongly disagree,100,70,63
7/17/2023,30,Female,Bronchial Asthma,both doses,Doctor,72,5,0,Yes,Not Known,Yes,Yes,No,Yes,Always,100,Always,100,Often,75,Often,75,Often,75,85,Strongly agree,100,Agree,75,Undecided,50,Strongly agree,100,Strongly agree,100,Strongly agree,100,88,Strongly Agree,100,Strongly Agree,100,Disagree,75,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Undecided,50,Strongly disagree,0,Undecided,50,Disagree,75,Undecided,50,70,77
7/17/2023,30,Male,Bronchial Asthma,both doses,Doctor,72,5,0,Yes,Not Known,Yes,No,N/A,No,Often,75,Often,75,Rarely,25,Rarely,25,Often,75,55,Agree,75,Agree,75,Agree,25,Strongly agree,100,Agree,75,Undecided,50,67,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Undecided,50,Strongly disagree,0,Disagree,25,Strongly disagree,0,Disagree,25,Agree,75,Agree,25,Strongly disagree,0,Strongly disagree,0,Agree,25,Undecided,50,38,48
7/17/2023,30,Female,None,both doses,Nurse,73,10,3,Yes,Yes,No,No,No,No,Rarely,25,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,45,Undecided,50,Disagree,25,Undecided,50,Agree,75,Disagree,25,Undecided,50,46,Strongly Agree,100,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,Agree,75,Agree,75,Undecided,50,Disagree,25,Undecided,50,Strongly disagree,0,Strongly disagree,0,Strongly Agree,0,Strongly Agree,0,47,46
7/17/2023,60,Male,Hypertension;Diabetes Mellitus,both doses,Doctor,48,16,0,Yes,Yes,Yes,No,N/A,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Agree,75,Agree,25,Disagree,25,Disagree,25,Disagree,25,38,Disagree,25,Undecided,50,Undecided,50,Undecided,50,Disagree,25,Disagree,25,Undecided,50,Agree,75,Agree,75,Agree,75,Disagree,75,Disagree,25,Strongly Agree,100,Agree,25,Agree,25,50,47
7/17/2023,30,Female,None,both doses,Nurse,73,5,3,Yes,No,No,No,N/A,Yes,Often,75,Always,100,Often,75,Sometimes,50,Always,100,80,Undecided,50,Agree,75,Undecided,50,Strongly agree,100,Agree,75,Agree,75,71,Strongly Agree,100,Strongly Agree,100,Agree,25,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Agree,25,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,65,69
7/17/2023,30,Female,None,both doses,Nurse,48,5,1,Yes,Yes,Yes,Yes,No,No,Never,25,Rarely,25,Rarely,25,Never,0,Rarely,25,20,Undecided,50,Undecided,50,Agree,25,Strongly disagree,0,Undecided,50,Strongly disagree,0,29,Undecided,50,Undecided,50,Undecided,50,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Disagree,25,Agree,75,Undecided,50,Disagree,25,Strongly disagree,0,Agree,25,Agree,25,33,30
7/17/2023,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,Yes,No,No,Often,75,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,60,Agree,75,Undecided,50,Disagree,75,Agree,75,Undecided,50,Undecided,50,63,Undecided,50,Agree,75,Agree,25,Agree,75,Disagree,25,Undecided,50,Agree,75,Agree,75,Disagree,25,Agree,75,Undecided,50,Disagree,25,Disagree,25,Undecided,50,Agree,25,48,54
7/17/2023,30,Female,None,both doses,Nurse,72,5,4,Yes,No,No,No,No,Yes,Often,75,Often,75,Often,75,Sometimes,50,Sometimes,50,65,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,75,67,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Agree,75,Agree,75,Agree,25,Agree,75,Agree,75,Agree,25,Strongly Agree,0,68,67
7/17/2023,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,No,No,No,Always,100,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,65,Agree,75,Undecided,50,Agree,25,Agree,75,Strongly agree,100,Agree,75,67,Strongly Agree,100,Agree,75,Disagree,75,Agree,75,Strongly disagree,0,Agree,75,Agree,75,Agree,75,Strongly disagree,0,Strongly Agree,100,Undecided,50,Agree,75,Strongly disagree,0,Disagree,75,Undecided,50,60,63
7/17/2023,30,Female,None,both doses,Nurse,73,5,2,Yes,No,No,Yes,No,No,Always,100,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,65,Agree,75,Undecided,50,Agree,25,Agree,75,Agree,75,Agree,75,63,Strongly Agree,100,Agree,75,Disagree,75,Agree,75,Strongly disagree,0,Agree,75,Agree,75,Agree,75,Strongly disagree,0,Strongly Agree,100,Undecided,50,Agree,75,Strongly disagree,0,Disagree,75,Disagree,75,62,63
7/17/2023,30,Female,None,both doses,Doctor,60,5,0,Yes,No,Yes,No,No,Yes,Often,75,Always,100,Often,75,Sometimes,50,Often,75,75,Strongly agree,100,Strongly agree,100,Undecided,50,Strongly agree,100,Strongly agree,100,Agree,75,88,Strongly Agree,100,Strongly Agree,100,Disagree,75,Undecided,50,Agree,75,Strongly Agree,100,Agree,75,Agree,75,Agree,75,Strongly Agree,100,Disagree,75,Undecided,25,Undecided,50,Disagree,75,Disagree,75,75,78
7/17/2023,40,Female,None,both doses,Nurse,48,10,3,Yes,Yes,No,No,No,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Strongly agree,100,Undecided,50,Undecided,50,Undecided,50,Undecided,50,58,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Agree,75,Agree,75,Agree,75,Undecided,50,Strongly disagree,0,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Undecided,50,Disagree,75,53,54
7/17/2023,40,Female,None,both doses,Nurse,72,10,1,Yes,Yes,No,Yes,No,Yes,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,55,Disagree,25,Disagree,25,Agree,25,Disagree,25,Disagree,25,Disagree,25,25,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Strongly disagree,0,Disagree,25,Disagree,25,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Agree,75,Agree,25,Agree,25,42,40
7/17/2023,40,Female,None,both doses,Nurse,72,10,2,Yes,No,No,No,No,Yes,Always,100,Always,100,Always,100,Sometimes,50,Often,75,85,Agree,75,Strongly agree,100,Disagree,75,Strongly agree,100,Strongly agree,100,Agree,75,88,Strongly Agree,100,Strongly Agree,100,Agree,25,Agree,75,Undecided,50,Strongly Agree,100,Disagree,25,Agree,75,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Agree,75,Agree,25,Agree,25,57,69
7/17/2023,30,Female,None,Not taken,Nurse,60,5,1,Yes,Yes,No,No,N/A,Yes,Often,75,Sometimes,50,Sometimes,50,Sometimes,50,Often,75,60,Strongly agree,100,Agree,75,Agree,25,Agree,75,Undecided,50,Undecided,50,63,Agree,75,Agree,75,Agree,25,Agree,75,Disagree,25,Disagree,25,Strongly Agree,100,Agree,75,Strongly disagree,0,Undecided,50,Strongly disagree,100,Strongly disagree,0,Strongly disagree,0,Undecided,50,Strongly Agree,0,45,52
7/17/2023,30,Female,None,both doses,Nurse,72,5,3,Yes,Not Known,No,No,N/A,No,Often,75,Sometimes,50,Always,100,Rarely,25,Often,75,65,Disagree,25,Agree,75,Disagree,75,Agree,75,Undecided,50,Strongly disagree,0,50,Agree,75,Strongly Agree,100,Undecided,50,Strongly Agree,100,Undecided,50,Agree,75,Strongly Agree,100,Strongly Agree,100,Agree,75,Strongly Agree,100,Strongly disagree,100,Strongly disagree,0,Undecided,50,Agree,25,Strongly Agree,0,67,63
7/17/2023,30,Female,None,both doses,Doctor,60,5,0,Yes,Yes,Yes,No,N/A,Yes,Often,75,Often,75,Often,75,Sometimes,50,Often,75,70,Agree,75,Agree,75,Undecided,50,Undecided,50,Agree,75,Agree,75,67,Agree,75,Agree,75,Strongly Agree,0,Agree,75,Disagree,25,Agree,75,Agree,75,Undecided,50,Agree,75,Strongly Agree,100,Undecided,50,Undecided,50,Undecided,50,Undecided,50,Strongly Agree,0,55,61
7/17/2023,30,Male,None,both doses,Doctor,73,5,0,Yes,Not Known,Yes,No,N/A,Yes,Often,75,Sometimes,50,Never,0,Never,0,Rarely,25,30,Agree,75,Strongly disagree,0,Agree,25,Disagree,25,Strongly disagree,0,Disagree,25,25,Strongly disagree,0,Undecided,50,Strongly Agree,0,Undecided,50,Strongly disagree,0,Strongly disagree,0,Strongly disagree,0,Disagree,25,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Disagree,75,Agree,25,28,28
7/17/2023,40,Female,None,both doses,Doctor,73,10,0,Yes,Yes,Yes,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Sometimes,50,Often,75,65,Agree,75,Disagree,25,Undecided,50,Agree,75,Undecided,50,Agree,75,58,Undecided,50,Agree,75,Undecided,50,Undecided,50,Disagree,25,Undecided,50,Agree,75,Disagree,25,Agree,75,Strongly Agree,100,Undecided,50,Strongly disagree,0,Strongly disagree,0,Undecided,50,Agree,25,47,53
7/17/2023,40,Female,None,both doses,Doctor,60,5,0,Yes,Yes,No,Yes,No,Yes,Sometimes,50,Often,75,Sometimes,50,Rarely,25,Sometimes,50,50,Undecided,50,Agree,75,Agree,25,Agree,75,Undecided,50,Undecided,50,54,Agree,75,Agree,75,Agree,25,Agree,75,Undecided,50,Agree,75,Undecided,50,Disagree,25,Agree,75,Agree,75,Agree,25,Strongly disagree,0,Disagree,25,Agree,25,Agree,25,47,49
7/17/2023,40,Female,None,both doses,Doctor,60,15,0,Yes,Yes,No,Yes,No,Yes,Often,75,Often,75,Sometimes,50,Rarely,25,Sometimes,50,55,Agree,75,Disagree,25,Agree,25,Strongly agree,100,Agree,75,Agree,75,63,Agree,75,Agree,75,Undecided,50,Agree,75,Disagree,25,Agree,75,Agree,75,Agree,75,Disagree,25,Agree,75,Agree,25,Disagree,25,Disagree,25,Undecided,50,Undecided,50,53,56
7/18/2023,60,Female,None,both doses,Nurse,72,16,2,Yes,Yes,No,No,No,Yes,Rarely,25,Often,75,Rarely,25,Sometimes,50,Often,75,50,Disagree,25,Strongly disagree,0,Agree,25,Strongly disagree,0,Strongly disagree,0,Agree,75,21,Strongly Agree,100,Agree,75,Agree,25,Undecided,50,Disagree,25,Agree,75,Agree,75,Agree,75,Disagree,25,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Strongly disagree,0,Agree,25,Agree,25,45,40
7/18/2023,30,Female,None,both doses,Doctor,48,5,0,Yes,No,No,No,N/A,Yes,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,Sometimes,50,50,Undecided,50,Disagree,25,Agree,25,Agree,75,Agree,75,Agree,75,54,Disagree,25,Agree,75,Strongly Agree,0,Agree,75,Strongly disagree,0,Disagree,25,Agree,75,Disagree,25,Disagree,25,Agree,75,Undecided,50,Strongly disagree,0,Strongly disagree,0,Disagree,75,Agree,25,37,43
7/18/2023,30,Female,None,both doses,Nurse,73,5,1,Yes,No,No,Yes,No,No,Sometimes,50,Sometimes,50,Rarely,25,Often,75,Sometimes,50,50,Agree,75,Agree,75,Agree,25,Undecided,50,Agree,75,Strongly agree,100,67,Undecided,50,Agree,75,Agree,25,Agree,75,Undecided,50,Undecided,50,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,100,Strongly Agree,0,Strongly disagree,0,Agree,75,Undecided,50,Disagree,75,62,61
